id,title,description,category,price,discountPercentage,rating,stock,tags,brand,sku,weight,dimensions,warrantyInformation,shippingInformation,availabilityStatus,reviews,returnPolicy,minimumOrderQuantity,meta,images,thumbnail
168,Charger SXT RWD,"The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.",vehicle,32999.99,8.23,2.58,57,"['sedans', 'sports cars', 'vehicles']",Dodge,VEH-DOD-CHA-168,6,"{'width': 16.77, 'height': 23.03, 'depth': 8.18}",1 month warranty,Ships in 3-5 business days,In Stock,"[{'rating': 2, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lily Torres', 'reviewerEmail': 'lily.torres@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Hazel Evans', 'reviewerEmail': 'hazel.evans@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Owen Fisher', 'reviewerEmail': 'owen.fisher@x.dummyjson.com'}]",No return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0376498933302', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/thumbnail.webp
169,Dodge Hornet GT Plus,"The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.",vehicle,24999.99,2.63,2.65,82,"['hatchbacks', 'compact cars', 'vehicles']",Dodge,VEH-DOD-DOD-169,8,"{'width': 19.89, 'height': 9.8, 'depth': 17.8}",1 year warranty,Ships in 1 month,In Stock,"[{'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Autumn Gomez', 'reviewerEmail': 'autumn.gomez@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mateo Bennett', 'reviewerEmail': 'mateo.bennett@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Harper Kelly', 'reviewerEmail': 'harper.kelly@x.dummyjson.com'}]",60 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8578515136594', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/thumbnail.webp
170,Durango SXT RWD,"The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.",vehicle,36999.99,16.44,4.07,95,"['suvs', 'vehicles']",Dodge,VEH-DOD-DUR-170,1,"{'width': 19.02, 'height': 29.52, 'depth': 24.36}",2 year warranty,Ships in 1 month,In Stock,"[{'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'David Martinez', 'reviewerEmail': 'david.martinez@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Nathan Dixon', 'reviewerEmail': 'nathan.dixon@x.dummyjson.com'}, {'rating': 1, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mila Hernandez', 'reviewerEmail': 'mila.hernandez@x.dummyjson.com'}]",30 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '7539220768239', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp
171,Pacifica Touring,"The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.",vehicle,31999.99,14.76,3.62,53,"['minivans', 'vehicles']",Chrysler,VEH-CHR-PAC-171,9,"{'width': 7.11, 'height': 15.51, 'depth': 18.1}",1 month warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Isaac Lawrence', 'reviewerEmail': 'isaac.lawrence@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Tyler Davis', 'reviewerEmail': 'tyler.davis@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Daniel Cook', 'reviewerEmail': 'daniel.cook@x.dummyjson.com'}]",60 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '2500742117107', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/thumbnail.webp
172,Blue Women's Handbag,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.",womens-bags,49.99,17.88,2.92,76,"['fashion accessories', 'handbags']",Fashionista,WOM-FAS-BLU-172,7,"{'width': 14.12, 'height': 11.89, 'depth': 25.69}",1 year warranty,Ships in 1 week,In Stock,"[{'rating': 3, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Grace Perry', 'reviewerEmail': 'grace.perry@x.dummyjson.com'}, {'rating': 3, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Evelyn Sanchez', 'reviewerEmail': 'evelyn.sanchez@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Eli Ward', 'reviewerEmail': 'eli.ward@x.dummyjson.com'}]",7 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0558998280008', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","[""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/3.webp""]",https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/thumbnail.webp
173,Heshe Women's Leather Bag,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.",womens-bags,129.99,3.87,4.92,99,"['fashion accessories', 'leather bags']",Heshe,WOM-HES-HES-173,3,"{'width': 28.66, 'height': 20.56, 'depth': 6.62}",5 year warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Hunter Gordon', 'reviewerEmail': 'hunter.gordon@x.dummyjson.com'}, {'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Parker', 'reviewerEmail': 'mason.parker@x.dummyjson.com'}, {'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'William Gonzalez', 'reviewerEmail': 'william.gonzalez@x.dummyjson.com'}]",90 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4616258239513', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","[""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/3.webp""]",https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/thumbnail.webp
174,Prada Women Bag,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.",womens-bags,599.99,14.09,2.71,75,"['fashion accessories', 'designer bags']",Prada,WOM-PRA-PRA-174,4,"{'width': 21.84, 'height': 22.19, 'depth': 13.41}",3 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 2, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Caleb Perkins', 'reviewerEmail': 'caleb.perkins@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Carter Baker', 'reviewerEmail': 'carter.baker@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lucas Ramirez', 'reviewerEmail': 'lucas.ramirez@x.dummyjson.com'}]",60 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '9614237439330', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/3.webp']",https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/thumbnail.webp
175,White Faux Leather Backpack,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.",womens-bags,39.99,15.2,3.36,39,"['fashion accessories', 'backpacks']",Urban Chic,WOM-URB-WHI-175,7,"{'width': 14.31, 'height': 23.29, 'depth': 28.91}",2 year warranty,Ships in 1 week,In Stock,"[{'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ava Harrison', 'reviewerEmail': 'ava.harrison@x.dummyjson.com'}, {'rating': 1, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Liam Garcia', 'reviewerEmail': 'liam.garcia@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Cameron Perez', 'reviewerEmail': 'cameron.perez@x.dummyjson.com'}]",90 days return policy,7,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8983558170212', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/3.webp']",https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp
176,Women Handbag Black,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.",womens-bags,59.99,11.63,2.89,11,"['fashion accessories', 'handbags']",Elegance Collection,WOM-ELE-WOM-176,6,"{'width': 29.76, 'height': 12.34, 'depth': 15.82}",Lifetime warranty,Ships in 1 month,In Stock,"[{'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Natalie Price', 'reviewerEmail': 'natalie.price@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Emily Johnson', 'reviewerEmail': 'emily.johnson@x.dummyjson.com'}, {'rating': 1, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Henry Hill', 'reviewerEmail': 'henry.hill@x.dummyjson.com'}]",60 days return policy,9,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4283648448769', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/3.webp']",https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/thumbnail.webp
177,Black Women's Gown,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.",womens-dresses,129.99,10.48,3.64,25,"['clothing', 'gowns']",,WOM-BRD-BLA-177,2,"{'width': 7.86, 'height': 9.02, 'depth': 25.82}",Lifetime warranty,Ships in 1 week,In Stock,"[{'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ethan Fletcher', 'reviewerEmail': 'ethan.fletcher@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Julian Newton', 'reviewerEmail': 'julian.newton@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Savannah Gomez', 'reviewerEmail': 'savannah.gomez@x.dummyjson.com'}]",No return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0630346013554', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","[""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/3.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/4.webp""]",https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/thumbnail.webp
178,Corset Leather With Skirt,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.",womens-dresses,89.99,16.26,3.05,30,"['clothing', 'corsets', 'skirts']",,WOM-BRD-COR-178,1,"{'width': 6.01, 'height': 12.6, 'depth': 11.62}",2 year warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Natalie Price', 'reviewerEmail': 'natalie.price@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Sophia Jones', 'reviewerEmail': 'sophia.jones@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Leo Rivera', 'reviewerEmail': 'leo.rivera@x.dummyjson.com'}]",30 days return policy,3,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '2931500162745', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/4.webp']",https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/thumbnail.webp
179,Corset With Black Skirt,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.,womens-dresses,79.99,15.06,4.52,33,"['clothing', 'corsets', 'skirts']",,WOM-BRD-COR-179,7,"{'width': 17.56, 'height': 28.42, 'depth': 23.95}",1 month warranty,Ships in 1 week,In Stock,"[{'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lucas Allen', 'reviewerEmail': 'lucas.allen@x.dummyjson.com'}, {'rating': 2, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Benjamin Wilson', 'reviewerEmail': 'benjamin.wilson@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Elena Long', 'reviewerEmail': 'elena.long@x.dummyjson.com'}]",No return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '9336695899390', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/4.webp']",https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/thumbnail.webp
180,Dress Pea,"The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear.",womens-dresses,49.99,17.68,4.88,6,"['clothing', 'dresses']",,WOM-BRD-DRE-180,1,"{'width': 28.51, 'height': 20.99, 'depth': 12.58}",2 year warranty,Ships overnight,Low Stock,"[{'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Harper Turner', 'reviewerEmail': 'harper.turner@x.dummyjson.com'}, {'rating': 1, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luna Russell', 'reviewerEmail': 'luna.russell@x.dummyjson.com'}, {'rating': 2, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Michael Johnson', 'reviewerEmail': 'michael.johnson@x.dummyjson.com'}]",90 days return policy,6,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8142375980193', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/4.webp']",https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp
181,Marni Red & Black Suit,"The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look.",womens-dresses,179.99,19.02,4.48,62,"['clothing', 'suits']",,WOM-BRD-MAR-181,3,"{'width': 26.02, 'height': 9.93, 'depth': 25.48}",5 year warranty,Ships in 2 weeks,In Stock,"[{'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Avery Perez', 'reviewerEmail': 'avery.perez@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Scarlett Wright', 'reviewerEmail': 'scarlett.wright@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Claire Foster', 'reviewerEmail': 'claire.foster@x.dummyjson.com'}]",90 days return policy,2,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '7479689140965', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/4.webp']",https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/thumbnail.webp
182,Green Crystal Earring,"The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions.",womens-jewellery,29.99,15.24,3.96,54,"['fashion accessories', 'earrings']",,WOM-BRD-GRE-182,2,"{'width': 14.61, 'height': 22.92, 'depth': 12.52}",5 year warranty,Ships in 3-5 business days,In Stock,"[{'rating': 4, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Michael Williams', 'reviewerEmail': 'michael.williams@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Samantha Howard', 'reviewerEmail': 'samantha.howard@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Xavier Wright', 'reviewerEmail': 'xavier.wright@x.dummyjson.com'}]",60 days return policy,15,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '1680580323411', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/1.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/2.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/3.webp']",https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/thumbnail.webp
183,Green Oval Earring,"The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece.",womens-jewellery,24.99,15.18,3.57,73,"['fashion accessories', 'earrings']",,WOM-BRD-GRE-183,10,"{'width': 8.48, 'height': 6.24, 'depth': 5.72}",3 months warranty,Ships in 3-5 business days,In Stock,"[{'rating': 3, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Elena Long', 'reviewerEmail': 'elena.long@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Layla Sullivan', 'reviewerEmail': 'layla.sullivan@x.dummyjson.com'}, {'rating': 4, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Xavier Wright', 'reviewerEmail': 'xavier.wright@x.dummyjson.com'}]",60 days return policy,19,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4782555577213', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/1.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/2.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/3.webp']",https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp
184,Tropical Earring,"The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look.",womens-jewellery,19.99,0.76,4.4,1,"['fashion accessories', 'earrings']",,WOM-BRD-TRO-184,3,"{'width': 14.99, 'height': 15.76, 'depth': 16.09}",3 year warranty,Ships in 1-2 business days,Low Stock,"[{'rating': 5, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Alexander Jones', 'reviewerEmail': 'alexander.jones@x.dummyjson.com'}, {'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Eli Ward', 'reviewerEmail': 'eli.ward@x.dummyjson.com'}, {'rating': 1, 'comment': 'Very unhappy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Carter Rivera', 'reviewerEmail': 'carter.rivera@x.dummyjson.com'}]",7 days return policy,31,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '7759380216135', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/1.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/2.webp', 'https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/3.webp']",https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/thumbnail.webp
